code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	ingredients_text	traces	traces_tags	serving_size	no_nutriments	additives_n	additives	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	main_category	image_url	image_small_url	energy_100g	proteins_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fat_100g	saturated-fat_100g	monoinsaturated-fat_100g	polyinsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	trans-fat_100g	cholesterol_100g	fiber_100g	sodium_100g	alcohol_100g	vitamin-a_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	carbon-footprint_100g																																																																	
3560070449606	http://fr.openfoodfacts.org/produit/3560070449606	manu1400	1352416686	1352417220	8 barres céréalières à l'abricot et à la pomme	barres céréalières à l'abricot et à la pomme	200g (8x25g)	carton	portions individuelles	plastique	carton	portions-individuelles	plastique	Carrefour discount	carrefour-discount	Barre de céreales	barres	barres-de-cereales	RGSA 2036711/TO	Espagne	France	rgsa-2036711-to	espagne	france			EMB 45008A	emb-45008a		artenay-loiret-france	Paris	France		céréales 42.5% (flocons d'avoine	 farine de blé)	 sirop de glucose de blé	 fruits 13.6% (raison 5.7% (raisin	 huile végétale)	 abricot 4.6% (abricot	 farine de riz	 conservateurs : sulfites)	 pomme déshydratée 3.3% (pomme	 conservateur : sulfite))	 matière grasse végétale	 huile de palme	 stabilisant : sorbitol de blé	 sucre	 dextrose de blé	 caramel	 sel	 arômes	 émulsifiant : sucroesters d'acide gras	lait	soja	arachides	fruits à coque	lait	soja	arachides	fruits-a-coque	une barre 25g		2		e420	e150a	1		huile-de-palme	0			Barres	http://fr.openfoodfacts.org/images/products/356/007/044/9606/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/356/007/044/9606/front.5.200.jpg	1618	5.3	70	25.6			8.1	3.4							4.8	0.08																																																													
80176831	http://fr.openfoodfacts.org/produit/80176831	manu1400	1353325879	1358518088	9 barres au chocolat au lait et aux céréales	barre céréalière enrobée de chocolat supérieur au lait		sachets individuels	sachets-individuels	Kinder	Kinder country	kinder	kinder-country													chocolat supérieur au lait 33.5% (sucre	 beurre de cacao	 lait en poudre	 pâte de cacao	 émulsifiants : lécithines de soja	 vanilline)	 sucre	 lait écrémé en poudre	 graisse végétale	 beurre concentré	 orge	 riz	 froment	 épeautre	 sarrasin	 émulsifiants : lécithines de soja	 vanilline			23.5g		1		e322	0			1		huile-vegetale		http://fr.openfoodfacts.org/images/products/80176831/front.6.400.jpg	http://fr.openfoodfacts.org/images/products/80176831/front.6.200.jpg																																																																																														
2000000000839	http://fr.openfoodfacts.org/produit/2000000000839	didame	1352660202	1353586480	ADJA	Margarine végétale	1kg	boite plastique	boite-plastique	ADJA	adja	margarine végétale	margarine-vegetale	Sénégal	senegal							Dakar	Sénégal		Huiles et graisses végétales raffinées partiellement hydrogénées	 eau	 émulsifiants (E177	 E322)	 sel iodé	 conservateur (E202)	 correcteur d'acidité (E330)	 arôme	 colorant (bêta-carotène)					3		e322	e202	e330	0			2		e160a-beta-carotene	huile-vegetale	Margarine-vegetale			2636	1	1				70																																																																																													
3297387000144	http://fr.openfoodfacts.org/produit/3297387000144	minouche	1343746143	1343936178	Achards de Palmiste	Achards de palmiste	22	8 cl  200 g	Bocal	Verre	bocal	verre	Royal Bourbon	royal-bourbon	Achards	Légumes en conserve	conserves	legumes	legumes-en-conserve	achards	Bras Panon	Ile de la Réunion	France	bras-panon	ile-de-la-reunion	france							Saint Paul	Ile de la Réunion	France	Score	Palmiste (80 % minimum)	 Huile	 oignon	 vinaigre	 ail	 sel	 piment	 gingembre	 curcuma acidifiant : Acide Ascorbique					1		e300	1		huile-de-palme	0			Légumes en conserve	http://fr.openfoodfacts.org/images/products/329/738/700/0144/front.4.400.jpg	http://fr.openfoodfacts.org/images/products/329/738/700/0144/front.4.200.jpg																																																																																											
3700509800688	http://fr.openfoodfacts.org/produit/3700509800688	manu1400	1352659532	1363614608	Adja	magarine	1kg			adja	adja	margarine	matieres-grasses	matieres-grasses-vegetales	margarines									Dakar	Sénégal		huiles et graisses végétales raffinées partiellement hydrogénée	 eau	 émulsifiant E170	 E322	 sel iodé	 conservateur E202	 correcteur d'acidité E330	 arômes	 colorant (bêta-carotène)					4		e170	e322	e202	e330	0			2		e160a-beta-carotene	huile-vegetale	Matières grasses végétales	http://fr.openfoodfacts.org/images/products/370/050/980/0688/front.3.400.jpg	http://fr.openfoodfacts.org/images/products/370/050/980/0688/front.3.200.jpg	2636	1	1				70																																																																																										
50173167	http://fr.openfoodfacts.org/produit/50173167	filleauvert	1338563340	1353580235	Airwaves Menthol et Eucalyptus	Chewing gum sans sucres	14 g	Plastique	plastique	Airwaves	airwaves	Confiserie	Chewing gum	confiseries	chewing-gum	Biesheim	France	biesheim	france									édulcorants : isomalt	 sorbitol	 sirop de maltitol	 mannitol	 aspartame	 acésulfame k	 gomme base	 arômes	 épaississant : gomme arabique	 maltodextrine	 colorant : E171	 amidon modifié	 émulsifiant	 lécithine de soja	 agent d'enrobage : cire de carnauba	 colorant : E133	 antioxygène BHA	 colorant : E160a	phenylalanine	phenylalanine			12		e953	e420	e965	e421	e951	e950	e414	e171	e322	e903	e133	e160a	0			1		e160a-beta-carotene	Confiseries			650	0	65.7	0	0.7	65	0	0							0	0	0																																																															
6132504290374	http://fr.openfoodfacts.org/produit/6132504290374	xeo2	1363433402	1364315803	Algerina	Crème glacée	2.5 l	frais	Vrac	Boite	Congelé	frais	vrac	boite	congele	Casa Delgelato	casa-delgelato	Crème glacée	surgeles	glaces-et-sorbets	glaces	cremes-glacees	Algérie	algerie							Ain Témouchent	Algérie		Eau	 Sucre	 Poudre de Lait écrémé 0%	 Poudre de Cacao	 Matière grasse Végétale	 Poudre de Glucose	 Émulsifiant stabilisant	 E407	 E410	 E412	 E471	 Arôme Artificiel Choco Vanille	 Colorant Alimentaire : E122	 E124					6		e407	e410	e412	e471	e122	e124	0			2		huile-vegetale	e471-mono-et-diglycerides-d-acides-gras-alimentaires	Glaces	http://fr.openfoodfacts.org/images/products/613/250/429/0374/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/613/250/429/0374/front.5.200.jpg																																																																																			
3256221212280	http://fr.openfoodfacts.org/produit/3256221212280	loupiludo	1351379383	1351888108	Amandes goût fumé	Amandes fumées	100g	Sachet plastique	sachet-plastique	Système U	systeme-u	Amandes	fruits-secs	fruits-a-coques	amandes	Etats-Unis	etats-unis			EMB 81163	emb-81163		mazamet-tarn-france	Noirmoutier	France	U	Amandes 96%	 arômes (exhausteur de goût (glutamate de sodium))	 huiles végétales (tournesol	 arachide)	 sel	 gélifiant (gomme arabique).	autres fruits à coque	autres-fruits-a-coque			1		e414	0			1		huile-vegetale	Fruits secs	http://fr.openfoodfacts.org/images/products/325/622/121/2280/front.6.400.jpg	http://fr.openfoodfacts.org/images/products/325/622/121/2280/front.6.200.jpg	2492	23.2	5.6	5.6			54.1	4							10.2	0.41																																																																																								
6191550100754	http://fr.openfoodfacts.org/produit/6191550100754	amine	1357488609	1357491947	Amandor	Biscuits aux amandes	120g			St Michel	st-michel	Biscuits	biscuits	Tunisie	tunisie							Tunisie		Farine de blé	 Sucre	 Graisse végétale	 Amandes	 Œufs entiers	 Sucre inverti	 Lait écrémé en poudre	 emulsifiant (Lécithine de soja (E322))	 Sel	 Carbonate acide d'ammonium (E503)	 Carbonate acide de sodium (E500)	 Arôme identique nature (Amande)					3		e322	e503	e500	0			1		huile-vegetale	Biscuits	http://fr.openfoodfacts.org/images/products/619/155/010/0754/front.4.400.jpg	http://fr.openfoodfacts.org/images/products/619/155/010/0754/front.4.200.jpg																																																																																																			
5601254049668	http://fr.openfoodfacts.org/produit/5601254049668	malikele	1334005169	1334005738	Arachides au sel	Arachides	150 g	Sachet plastique	sachet-plastique	Cimarrom	cimarrom	Amuse-gueule	amuse-gueule	Chine	chine									Arachides	 huile végétale	 sel					0			0			1		huile-vegetale	Amuse-gueule	http://fr.openfoodfacts.org/images/products/560/125/404/9668/front.4.400.jpg	http://fr.openfoodfacts.org/images/products/560/125/404/9668/front.4.200.jpg																																																																																																														
87111170	http://fr.openfoodfacts.org/produit/87111170	malikele	1332445808	1332446270	Aromat	Condiment en poudre	80 g	Saupoudreur	saupoudreur	Knorr	knorr	Condiments	epicerie	condiments	Belgique	belgique									sel	 exhausteur de goût (E621	 E627	 E 631)	 lactose	 amidon	 graisse végétale hydrogénée	 oignon	 épices	 arôme (dont céleri)	 ail	 maltro-dextrine	 extrait d'oignon	 extrait de champignon.					3		e621	e627	e631	0			1		huile-vegetale	Condiments	http://fr.openfoodfacts.org/images/products/87111170/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/87111170/front.5.200.jpg	711	9	25	15			3	1							0	23																																																																																
6001038073503	http://fr.openfoodfacts.org/produit/6001038073503	malikele	1332445236	1332446388	Aromat seasoning	Condiment en poudre	75 g	Saupoudreur	saupoudreur	Knorr	knorr	Condiments	epicerie	condiments	Afrique du Sud	afrique-du-sud									Sel	 amidon	 monosodium glutamate	 colorant	 graisse végétale	 sucre	 arômes	 exhausteur de goût	 extrait de viande	 acidifiant	 épice	 fines herbes et oignon.					0			0			1		huile-vegetale	Condiments	http://fr.openfoodfacts.org/images/products/600/103/807/3503/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/600/103/807/3503/front.5.200.jpg																																																																																																				
3596710360826	http://fr.openfoodfacts.org/produit/3596710360826	nykolas1981	1350013901	1352403017	Auchan Matin Vitalité Lait - Pépites de chocolat	Biscuits aux céréales	 aux pépites de chocolat et au lait	400 g	Carton	Sachet plastique	carton	sachet-plastique	Auchan	auchan	Biscuit	Gâteaux pour le petit déjeuner	biscuits	gateaux-pour-le-petit-dejeuner	France	france			EMB 29058A	emb-29058a		fouesnant-finistere-france	France	Auchan	Céréales 57% (farine de blé	 farine de seigle	 son de blé	 farine d'orge)	 sucre	 matières grasses végétales (palme	 tournesol)	 pépites de chocolat 12	5% (sucre	 pâte de cacao	 émulsifiant : lécithine de soja	 arôme)	 poudres à lever (carbonate acide de sodium	 diphosphate disodique	 carbonate acide d'ammonium)	 lait entier en poudre (équivalent lait frais 13%)	 amidon de blé	 sirop de sucre inverti	 arôme	 sel	 émulsifiant (lécithine de colza	 lait écrémé en poudre	 lactosérum en poudre)	oeufs	fruits à coque	arachide	oeufs	fruits-a-coque	arachide	4 biscuits 50g environ		4		e322	e500	e450	e503	1		huile-de-palme	0			Biscuits	http://fr.openfoodfacts.org/images/products/359/671/036/0826/front.12.400.jpg	http://fr.openfoodfacts.org/images/products/359/671/036/0826/front.12.200.jpg	1976	7	66	28			19	10							4	0.4																																																														
3061990136800	http://fr.openfoodfacts.org/produit/3061990136800	manu1400	1341070492	1341071126	BN Pocket	Paquets individuels de biscuits goût chocolat	150 g	Carton	carton	BN	United Biscuits France SAS	bn	united-biscuits-france-sas	Biscuits	Biscuits au chocolat	Biscuits goût chocolat	produit pocket	biscuits	biscuits-au-chocolat	biscuits-gout-chocolat	produit-pocket	France	france	Fabriqué en France	Convient aux végétariens	convient-aux-vegetariens	fabrique-en-france					France	Eure-et-Loir		Céréales (farine de froment 31%	 céréales complètes 15.1% (farine complète de seigle	 farine complète d'orge))	 sucre	 matières grasses végétales	  lactose	 protéine de lait	 cacao maigre 4.4%	 amidon	 poudres à lever (carbonate acide d'ammonium	 carbonate acide de sodium)	 sel	 lait entier en poudre	 arômes	fruits à coques	oeuf	soja	graines de sésames	fruits-a-coques	oeuf	soja	graines-de-sesames			2		e503	e500	0			1		huile-vegetale	Biscuits au chocolat			1961	6.7	68.6	36.3			17.5	10							3.9	0.21																																																																	
3061990136824	http://fr.openfoodfacts.org/produit/3061990136824	stephane	1332012422	1343675124	BN Pocket - Céréales complètes - Vanille	Biscuits fourrés goût vanille				BN	bn	Biscuits	biscuits											Céréales (farine de froment (31%)	 céréales complètes (15	1%) (farine complète de froment (15%)	 farine complète de seigle	 farine complète d'orge)) - sucre - matières grasses végétales - lactose et protéines de lait - amidons (froment) - lait entier en poudre - poudres à lever : carbonate acide d'ammonium et carbonate acide de sodium - arômes - émulsifiant : lécithine de soja - sel	Fruits à coques	oeufs	graines de sésame	fruits-a-coques	oeufs	graines-de-sesame			3		e503	e322	e500	0			1		huile-vegetale	Biscuits	http://fr.openfoodfacts.org/images/products/306/199/013/6824/front.4.400.jpg	http://fr.openfoodfacts.org/images/products/306/199/013/6824/front.4.200.jpg	469	6	70.3	36.1			18	10.3							2.4	0.22																																																																																						
3061990139740	http://fr.openfoodfacts.org/produit/3061990139740	minouche	1339023053	1341767902	BN goût chocolat	Biscuits fourrés goût chocolat	265 g	Plastique	Carton	plastique	carton	BN	bn	Biscuits	biscuits			sans conservateur	sans arôme artificiel	sans matière grasse hydrogénée	convient aux végétariens	sans-conservateur	convient-aux-vegetariens	sans-arome-artificiel	sans-matiere-grasse-hydrogenee							Céréales (farine de froment 31%	 céréales complètes 15	1% (farine complète d'orge))	 sucre	 matières grasses végétales	 lactose et protéines de lait	 cacao maigre 4	4%	 amidon	 poudre à lever : carbonate acide d'ammonium et carbonate acide de sodium	 sel	 lait entier en poudre	 arômes naturels	fruits à coque	oeuf	soja	graine de sésame	fruits-a-coque	oeuf	soja	graine-de-sesame			2		e503	e500	0			1		huile-vegetale	Biscuits	http://fr.openfoodfacts.org/images/products/306/199/013/9740/front.6.400.jpg	http://fr.openfoodfacts.org/images/products/306/199/013/9740/front.6.200.jpg	1961	6.7	68.6	36.3			17.5	10							3.9	0.21																																																																					
3560070563654	http://fr.openfoodfacts.org/produit/3560070563654	tailee	1340277872	1362137444	Bacon Oeuf Mimosa	Sandwich polaire bacon oeuf	135 g	Plastique	plastique	Carrefour	carrefour	Sandwich polaire	sandwichs	sandwich-polaire					EMB 91228L	emb-91228l		evry-essonne-france	Briançon	France	Carrefour Market	Garniture 57% : bacon fumé 14.3% (viande de porc	 sel	 sirop de glucose de betterave	 dextrose de blé	 herbes et épices	 arômes	 antioxydant : ascorbate de sodium	 conservateurs : nitrite de sodium et nitrate de potassium	 fumée)	 oeuf dur 14.3%	 mayonnaise allégée en matières grasses 14.3% (eau	 huile de colza 4.3%	 vinaigre d'alcool	 jaune d'œuf 0.6%	 amidon modifié de maïs	 sucre	 moutarde de Dijon (eau	 graines de moutarde	 vinaigre d'alcool	 sel	 antioxydant : disulfite de potassium	 acidifiant : acide citrique)	 sel	 lait écrémé	 acidifiant : acide citrique	 épaississant : gomme xanthane	 conservateur :  sorbate de potassium	 arôme	 colorants : lutéine (extrait de tagète) et extrait de paprika)	 crudités 14.2% (tomate 7.1%	 salade 7.1%)	   Pain spécial polaire décongelé 43% : farine de blé	 eau	 farine de seigle	 sucre	 levure	 gluten de blé	 huile de colza	 sel	 émulsifiants : mono- et diglycérides d'acide gras de colza et esters monoacétyltartrique et diacétyltartrique des mono- et diglycérides d'acides gras de colza	 poudre levante : carbonate acide d'ammonium	 agent de traitement de la farine : acide ascorbique	crustacé	poissons	crustace	poissons	135g		12		e301	e250	e224	e330	e415	e202	e161b	e471	e503	e300	e252	e160c	0			1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Sandwichs	http://fr.openfoodfacts.org/images/products/356/007/056/3654/front.4.400.jpg	http://fr.openfoodfacts.org/images/products/356/007/056/3654/front.4.200.jpg	897	10	27	3.4			7	1.2							1.7	0.56																																								
8076809517706	http://fr.openfoodfacts.org/produit/8076809517706	loupiludo	1351276242	1351353037	Baiocchi	Biscuits fourrées aux noisettes et cacao	336g	Sachets plastiques	sachets-plastiques	Barilla	barilla	Gâteaux	gateaux	Italie	Barilla G. e R. Fraœiii S.p.A.	Parma	italie	barilla-g-e-r-fraoeiii-s-p-a	parma							CLICHY - FRANCE	LECLERC	Biscuit (farine de froment	 sucre	 graisse végétale non hydrogénée	 œufs	 lait écrémé en poudre	 poudres à lever (carbonate acide de sodium	 carbonate acide d'ammonium	 tartrate monopotassique)	 lait entier pasteurisé	 sirop de glucose	 sel	 amidon de froment	 arôme)	   Farce à la noisette et au cacao 28% (sucre	 graisse végétale non hydrogénée	 noisettes (6	7% du produit fini)	 cacao (2	8% du produit fini)	 lait écrémé en poudre	 amidon de froment	 arôme	fruits à coque	sésame	soja	arachides	fruits-a-coque	sesame	soja	arachides	56g		3		e500	e503	e336	0			1		huile-vegetale	Gâteaux	http://fr.openfoodfacts.org/images/products/807/680/951/7706/front.11.400.jpg	http://fr.openfoodfacts.org/images/products/807/680/951/7706/front.11.200.jpg	2162	7.5	59.5	22			27	15.1							3	0.3																																																															
80633044	http://fr.openfoodfacts.org/produit/80633044	eric01	1362562541	1363857183	Balconi - Trancetto	Gâteau chocolaté	28 g	Carton de 10 sachets individuels	carton-de-10-sachets-individuels	Balconi	balconi	patisserie	patisseries	Italie	italie							Villeurbanne		sucre	 farine de blé	 œufs frais	 graisses végétales non hydrogénées	 sirop de glucose-fructose	 lait écrémé	 cacao maigre en poudre (3	1%)	 pâte de noisettes	 lait écrémé en poudre	 protéines de lait	 arômes	autres fruits à coque	autres-fruits-a-coque			0			0			1		huile-vegetale	Pâtisseries	http://fr.openfoodfacts.org/images/products/80633044/front.10.400.jpg	http://fr.openfoodfacts.org/images/products/80633044/front.10.200.jpg	1638	5.2	51.9	33.1			17.7	9.1							1.6	0.15																																																																																					
